"","ID","title"
"974",974,"From the andes to the apennines: Rise and fall of a free-ranging population of feral llamas"
"975",975,"Density-dependent space use affects interpretation of camera trap detection rates"
"976",976,"The effect of attractant lures in camera trapping: A case study of population estimates for the Iberian lynx (Lynx pardinus)"
"977",977,"Mammals of the iguaÇu national park [Mamíferos do parque nacional do iguaçu]"
"978",978,"Improving the random encounter model method to estimate carnivore densities using data generated by conventional camera-trap design"
"979",979,"Forest fragmentation and selective logging affect the seed survival and recruitment of a relictual conifer"
"980",980,"Nighttime ecology: The “nocturnal problem” revisited"
"981",981,"Non-volant mammals of carlos botelho state park, paranapiacaba forest continuum [Mamíferos não voadores do parque estadual carlos botelho, continuum florestal do paranapiacaba]"
"982",982,"Predators, fire or resources: What drives the distribution of herbivores in fragmented mesic forests?"
"983",983,"No changes in seedling recruitment when terrestrial mammals are excluded in a partially defaunated Atlantic rainforest"
"984",984,"Anthropogenic land-use and environmental factors affecting the species richness and occurrence of carnivores in the Faragosa-Fura Landscape of Southern Rift Valley, Ethiopia"
"985",985,"Year-round patterns of mineral lick use by Moose (Alces americanus), deer, and Elk (Cervus canadensis) in north-central British Columbia"
"986",986,"Effects of prey abundance on carnivore populations in the Faragosa-Fura landscape of the Southern Rift Valley, Ethiopia"
"987",987,"Density of the Vulnerable Sunda clouded leopard Neofelis diardi in a protected area in Sabah, Malaysian Borneo"
"988",988,"Camera Array for Multi-Spectral Imaging"
"989",989,"Human impacts on two endemic cassowary species in Indonesian New Guinea"
"990",990,"A comparison of unmanned aerial vehicles (drones) and manned helicopters for monitoring macropod populations"
"991",991,"Lack of trophic release with large mammal predators and prey in Borneo"
"992",992,"CameraTransform: A Python package for perspective corrections and image mapping"
"993",993,"Differential responses of large mammals to logging and edge effects"
"994",994,"Targeted sampling successfully detects the cryptic and declining arboreal marsupial (Phascogale pirata) in northern Australia"
"995",995,"Evaluating multispecies landscape connectivity in a threatened tropical mammal community"
"996",996,"Image-Based Identification of Animal Breeds Using Deep Learning"
"997",997,"Models for assessing local-scale co-abundance of animal species while accounting for differential detectability and varied responses to the environment"
"998",998,"Amur Tiger Detection for Wildlife Monitoring and Security"
"999",999,"Some like it hot: Camera traps unravel the effects of weather conditions and predator presence on the activity levels of two lizards"
"1000",1000,"Emerging opportunities and challenges for passive acoustics in ecological assessment and monitoring"
"1001",1001,"An assessment of mammals in Naimina Enkiyio Forest, Kenya"
"1002",1002,"Factors affecting the identification of individual mountain bongo antelope"
"1003",1003,"Spatial relationships between livestock guardian dogs and mesocarnivores in central Texas"
"1004",1004,"The canid pest ejector challenge: Controlling urban foxes while keeping domestic dogs safe"
"1005",1005,"Estimating preharvest density, adult sex ratio, and fecundity of white-tailed deer using noninvasive sampling techniques"
"1006",1006,"Biases in the detection of intentionally poisoned animals: Public health and conservation implications from a field experiment"
"1007",1007,"Effects of predator control on behaviour of an apex predator and indirect consequences for mesopredator suppression"
"1008",1008,"Camera-trapping for abundance estimation of otters in seasonal rivers: a field evaluation"
"1009",1009,"Interactions between Elk (Cervus canadensis) and invasive feral swine (Sus scrofa) on the canadian prairies"
"1010",1010,"Detection of Individual Replacements in a Long-Lived Bird Species, the Bonelli's Eagle (Aquila fasciata), Using Three Noninvasive Methods"
"1011",1011,"Environmental and Anthropogenic Factors Affect Fish Abundance: Relationships Revealed by Automated Cameras Deployed by Fishers"
"1012",1012,"Spatio-temporal ecology of a carnivore community in middle atlas, NW of Morocco"
"1013",1013,"What is a dingo? The phenotypic classification of dingoes by aboriginal and torres strait islander residents in northern australia"
"1014",1014,"Abundance estimation of unmarked animals based on camera-trap data"
"1015",1015,"A camera-trap survey of avifauna in a Bornean peat-swamp forest"
"1016",1016,"Increasing the functionalities and accuracy of fisheries electronic monitoring systems"
"1017",1017,"Galliform diversity in south-west Yunnan, China, with notes on Blood Pheasant Ithaginis cruentus and White Eared Pheasant Crossoptilon crossoptilon biology"
"1018",1018,"Comparing acoustic and radar deterrence methods as mitigation measures to reduce human-bat impacts and conservation conflicts"
"1019",1019,"Coyotes living near cities are bolder: Implications for dog evolution and human-wildlife conflict"
"1020",1020,"Use of unmanned aerial systems for multispectral survey and tree classification: A test in a park area of northern Italy"
"1021",1021,"Analysis on population level reveals trappability of wild rodents is determined by previous trap occupant"
"1022",1022,"Recognition of mammal genera on camera-Trap images using multi-layer robust principal component analysis and mixture neural networks"
"1023",1023,"Remote cameras reveal experimental artifact in a study of seed predation in a semi-arid shrubland"
"1024",1024,"Intra-operative surgical instrument usage detection on a multi-sensor table"
"1025",1025,"Invasive carnivores alter ecological function and enhance complementarity in scavenger assemblages on ocean beaches"
"1026",1026,"Accounting for unknown behaviors of free-living animals in accelerometer-based classification models: Demonstration on a wide-ranging mesopredator"
"1027",1027,"Effects of forest degradation on the moonrat Echinosorex gymnura in Sabah, Malaysian Borneo"
"1028",1028,"Optimising Camera Traps for Monitoring Small Mammals"
"1029",1029,"Using camera trap data to characterise terrestrial larger-bodied mammal communities in different management sectors of the Dja Faunal Reserve, Cameroon"
"1030",1030,"Comparison of camera traps and kill traps for detecting mammalian predators: A field trial"
"1031",1031,"Locating giant ground pangolins (Smutsia gigantea) using camera traps on burrows in the dja biosphere reserve, Cameroon"
"1032",1032,"A moving observer in a three-dimensional world"
"1033",1033,"Exploring the social network of European roe deer (Capreolus capreolus) in captivity"
"1034",1034,"Camera-trapping version 3.0: current constraints and future priorities for development"
"1035",1035,"What attributes are relevant for drainage culverts to serve as efficient road crossing structures for mammals?"
"1036",1036,"Increased connectivity and depth improve the effectiveness of marine reserves"
"1037",1037,"Space use, habitat selection and daily activity of water voles Arvicola amphibius co-occurring with the invasive American mink Neovison vison"
"1038",1038,"Fly-derived DNA and camera traps are complementary tools for assessing mammalian biodiversity"
"1039",1039,"""Reversed"" intraguild predation: Red fox cubs killed by pine marten"
"1040",1040,"Examining temporal sample scale and model choice with spatial capture-recapture models in the common leopard panthera pardus"
"1041",1041,"Spatial Co-occurrence and activity patterns of mesocarnivores in the temperate forests of Southwest China"
"1042",1042,"Entry and aggregation at a Central African bai reveal social patterns in the elusive forest elephant Loxodonta cyclotis"
"1043",1043,"Predation patterns on artificial nests of ground nesting pheasants in the montane forest, Southwest China [Presja drapieżników na lęgi kurowatych w górskich lasach południowo-zachodnich Chin — eksperyment z wykorzystaniem sztucznych gniazd]"
"1044",1044,"Animal identification in low quality camera-trap images using very deep convolutional neural networks and confidence thresholds"
"1045",1045,"Mammal fauna and biodiversity in the northeastern taihang mountains"
"1046",1046,"Towards automatic wild animal monitoring: Identification of animal species in camera-trap images using very deep convolutional neural networks"
"1047",1047,"trapper: an open source web-based application to manage camera trapping projects"
"1048",1048,"SealNet: A fully-automated pack-ice seal detection pipeline for sub-meter satellite imagery"
"1049",1049,"A fortuitous mitigation for desert mule deer along the All-American Canal"
"1050",1050,"Habitat suitability assessment and overlap analysis of Rusa unicolor and Budorcas taxicolor in Anzihe Reserve, Sichuan Province"
"1051",1051,"Nest site preferences of the Woodlark (Lullula arborea) and its association with artificial nest predation"
"1052",1052,"AI recognition of infrared camera image of wild animals based on deep learning: Northeast Tiger and Leopard National Park for example [基于深度学习的红外相机动物影像人工智能识别:以东北虎豹国家公园为例]"
"1053",1053,"The First Report on the Ecology and Distribution of the Wolf Population in Cilento, Vallo di Diano and Alburni National Park"
"1054",1054,"Egg predation and vertebrates associated with wild crocodilian nests in Mexico determined using camera-traps"
"1055",1055,"Fur loss syndrome and lice infestations observed on arctic foxes in central nunavut, canada"
"1056",1056,"Baird's tapir density in high elevation forests of the Talamanca region of Costa Rica"
"1057",1057,"The importance of considering multiple interacting species for conservation of species at risk"
"1058",1058,"An assessment of thermal-image acquisition with an unmanned aerial vehicle (Uav) for direct counts of coastal marine mammals ashore"
"1059",1059,"Estimating density for species conservation: Comparing camera trap spatial count models to genetic spatial capture-recapture models"
"1060",1060,"Identification of African antelope species: Using thermographic videos to test the efficacy of real-time thermography"
"1061",1061,"Use of rodenticide bait stations by commensal rodents at the urban–wildland interface: Insights for management to reduce nontarget exposure"
"1062",1062,"Measuring agreement among experts in classifying camera images of similar species"
"1063",1063,"To jump or not to jump: Mule deer and white-tailed deer fence crossing decisions"
"1064",1064,"Seed fates of four rainforest tree species in the fragmented forests of Anamalais in the southern Western Ghats, India"
"1065",1065,"Sampling beetle communities: Trap design interacts with weather and species traits to bias capture rates"
"1066",1066,"Tropical mammal functional diversity increases with productivity but decreases with anthropogenic disturbance"
"1067",1067,"Testing the decline of the new holland mouse (Pseudomys novaehollandiae) in Victoria"
"1068",1068,"Review: Livestock production increasingly influences wildlife across the globe"
"1069",1069,"Testing the utility of species distribution modelling using Random Forests for a species in decline"
"1070",1070,"NIR image based pedestrian detection in night vision with cascade classification and validation"
"1071",1071,"Identification of threatened rodent species using infrared and white-flash camera traps"
"1072",1072,"The selfie trap: A novel camera trap design for accurate small mammal identification"
"1073",1073,"Response of mammals to ecotourism, cattle farming, and habitat structure in the northern and southern brazilian pantanal [Resposta dos mamíferos ao ecoturismo, pecuária e estrutura do habitat no pantanal norte e sul do brasil.]"
"1074",1074,"Medium and large mammals of caparaÓ national park, southeastern brazil [Mamíferos de médio e grande porte no parque nacional do caparaó: composição riqueza e abundância]"
"1075",1075,"Assessing different methods for measuring mammal diversity in two southern African arid ecosystems"
"1076",1076,"Crowdsourcing Global Perspectives in Ecology Using Social Media"
"1077",1077,"Critical evaluation of a long-term, locally-based wildlife monitoring program in West Africa"
"1078",1078,"A pilot study of the use of dry dog food as an alternative attractant in mesocarnivore studies"
"1079",1079,"Density and distribution of a brown bear (Ursus arctos) population within the Caucasus biodiversity hotspot"
"1080",1080,"Classifying False Alarms in Camera Trap Images using Convolutional Neural Networks"
"1081",1081,"Wildlife camera trapping: A review and recommendations for linking surveys to ecological processes"
"1082",1082,"Using webcam video feed to measure and evaluate national park recreation patterns"
"1083",1083,"A camera trap survey of nocturnal mammals on former farmland in the eastern Free State Province, South Africa, 10 years after removing livestock"
"1084",1084,"Drones and convolutional neural networks facilitate automated and accurate cetacean species identification and photogrammetry"
"1085",1085,"For the birds? Contrasting pollination and breeding systems of the paintbrush lilies Scadoxus puniceus and S. membranaceus (Amaryllidaceae)"
"1086",1086,"A convolutional neural network for detecting sea turtles in drone imagery"
"1087",1087,"One-way gates successfully facilitate the movement of burrowing bettongs (Bettongia lesueur) through exclusion fences around reserve"
"1088",1088,"ACTIVITY PATTERNS AND HOME RANGES OF INDOCHINESE LEOPARD PANTHERA PARDUS DELACOURI IN THE EASTERN PLAINS LANDSCAPE, CAMBODIA"
"1089",1089,"Pairing camera traps and acoustic recorders to monitor the ecological impact of human disturbance"
"1090",1090,"Monitoring tropical forest ungulates using camera-trap data"
"1091",1091,"Assessing the effectiveness of attractants to increase camera trap detections of North American mammals"
"1092",1092,"Spatially Explicit Capture-Recapture Through Camera Trapping: A Review of Benchmark Analyses for Wildlife Density Estimation"
"1093",1093,"Scent of disinterred soil as an olfactory cue used by raccoons to locate nests of diamond-backed terrapins (Malaclemys terrapin)"
"1094",1094,"Efficient Mammal Biodiversity Surveys for Ecological Restoration Monitoring"
"1095",1095,"Update on the Status of the Eurasian Otter Lutra Lutra in Armenia"
"1096",1096,"Innovations in camera trapping technology and approaches: The integration of citizen science and artificial intelligence"
"1097",1097,"The status of snow leopards Panthera uncia, and high altitude use by common leopards P. pardus, in north-west Yunnan, China"
"1098",1098,"Design patterns for wildlife-related camera trap image analysis"
"1099",1099,"Presence of the snow leopard Panthera uncia confirmed at four sites in the Chinese Tianshan Mountains"
"1100",1100,"Multi-scale responses of fox squirrels to land-use changes in Florida: Utilization mimics historic pine savannas"
"1101",1101,"High altitude ungulate communities in southwest China"
"1102",1102,"A comparison of four survey methods for detecting fox squirrels in the Southeastern United States"
"1103",1103,"A mechanistic understanding of prebaiting to improve interaction with wildlife management devices"
"1104",1104,"The effect of altering routine husbandry factors on sleep duration and memory consolidation in the horse"
"1105",1105,"Terrestrial medium and large-sized mammal's diversity and activity patterns from tamá national natural park and buffer zone, Colombia"
"1106",1106,"Temporal patterns of visitation of birds and mammals at mineral licks in the Peruvian Amazon"
"1107",1107,"Leaf litter hides post-dispersed seeds from invasive alien removers in a sclerophyll forest in central chile"
"1108",1108,"Installing chainsaw-carved hollows in medium-sized live trees increases rates of visitation by hollow-dependent fauna"
"1109",1109,"Display behaviour, social organization and vocal repertoire of Blue-backed Manakin Chiroxiphia pareola napensis in northwest Amazonia"
"1110",1110,"Ground-level temperature-emissivity based contrast enhancement with uncooled multiband LWIR cameras"
"1111",1111,"Medium-sized to large mammals of Serra do Tombador, Cerrado of Brazil"
"1112",1112,"Pareto optimization of parameter selection speeds up and improves quality of motion computation: Applying evolutionary multi-objective optimization to randomized-subspace robust PCA"
"1113",1113,"Potential distribution of the ocelot (Leopardus pardalis) in Southern Sierra Madre oriental and Sierra Negra, México"
"1114",1114,"A deep learning based object identification system for forest fire detection"
"1115",1115,"Free-Ranging Pig and Wild Boar Interactions in an Endemic Area of African Swine Fever"
"1116",1116,"Habitat use and activity patterns of Puma concolor in a human-dominated landscape of central Argentina"
"1117",1117,"Mammals recorded in isolated remnants of atlantic forest in southern goiás, brazil [Mamíferos registrados em áreas isoladas de mata atlântica no sudoeste de goiás]"
"1118",1118,"Seasonal shifts in activity timing reduce heat loss of small mammals during winter"
"1119",1119,"Wildlife Interactions within Highway Underpasses"
"1120",1120,"Occupancy of two forest specialist birds in the Southern Mistbelt Forests of KwaZulu-Natal and Eastern Cape, South Africa"
"1121",1121,"Dynamic occupancy modeling of temperate marine fish in area-based closures"
"1122",1122,"A Convolutional Neural Network Based Early Warning System to Prevent Elephant-Train Collisions"
"1123",1123,"Interactions between terrestrial mammals and the fruits of two neotropical rainforest tree species"
"1124",1124,"Preliminary investigation on mammal and bird resources using infrared camera traps in Qianqingtang Area of Zhejiang Qingliangfeng National Nature Reserve [浙江清凉峰国家级自然保护区千顷塘区域鸟兽资源的红外相机调查]"
"1125",1125,"Using local ecological knowledge to improve large terrestrial mammal surveys, build local capacity and increase conservation opportunities"
"1126",1126,"The application of the Internet of Things to animal ecology"
"1127",1127,"Interspecific visitation of cattle and badgers to fomites: A transmission risk for bovine tuberculosis?"
"1128",1128,"Varied channels region proposal and classification network for wildlife image classification under complex environment"
"1129",1129,"Two species, one snare: Analysing snare usage and the impacts of tiger poaching on a non-target species, the Malayan tapir"
"1130",1130,"Survey of artificial intelligence approaches in the study of anthropogenic impacts on symbiotic organisms – a holistic view"
"1131",1131,"The occurrence of wildcat Felis silvestris silvestris in the Pratomagno massif (Eastern Tuscany) [La presenza del gatto selvatico Felis silvestris silvestris nel massiccio del Pratomagno (Toscana orientale)]"
"1132",1132,"Deep vision-based surveillance system to prevent train–elephant collisions"
"1133",1133,"Does the presence of shade trees and distance to the forest affect detection rates of terrestrial vertebrates in coffee home gardens?"
"1134",1134,"Ultraviolet lights do not deter songbirds at feeders [Ultraviolettes Licht hält Vögel nicht von Futterstellen fern]"
"1135",1135,"A camera-based method for estimating absolute density in animals displaying home range behaviour"
"1136",1136,"Deep learning-based pose estimation for African ungulates in zoos"
"1137",1137,"Response to Abolaffio et al. (2019): Avoiding misleading messages"
"1138",1138,"Assessing the spatiotemporal interactions of mesopredators in Sumatra’s tropical rainforest"
"1139",1139,"Diversity and distribution patterns of medium to large mammals in a silvicultural landscape in south-eastern Brazil"
"1140",1140,"Social structure and demography of a remnant Asian elephant Elephas maximus population and the implications for survival"
"1141",1141,"Role of small rodents in the seed dispersal process: Microcavia australis consuming Prosopis flexuosa fruits"
"1142",1142,"Vigilance of kit foxes at water sources: A test of competing hypotheses for a solitary carnivore subject to predation"
"1143",1143,"Management of protected areas and its effect on an ecosystem function: Removal of prosopisflexuosa seeds by mammals in argentinian drylands"
"1144",1144,"Feral horses influence both spatial and temporal patterns of water use by native ungulates in a semi-arid environment"
"1145",1145,"Studying the quantity component of seed dispersal effectiveness from exclosure treatments and camera trapping"
"1146",1146,"The influence of predators, competitors, and habitat on the use of water sources by a small desert carnivore"
"1147",1147,"Bird and mammal frugivores of Euterpe edulis at Santa Catarina island monitored by camera traps"
"1148",1148,"The use of drones in the spatial social sciences"
"1149",1149,"Richness of plants, birds and mammals under the canopy of Ramorinoa girolae, an endemic and vulnerable desert tree species [Riqueza de plantas, aves y mamíferos bajo el dosel de Ramorinoa girolae, una especie arbórea endémica y vulnerable del desierto]"
"1150",1150,"When you can't see the koalas for the trees: Using drones and machine learning in complex environments"
"1151",1151,"Predation on eggs of Schneider’s dwarf caiman, Paleosuchus trigonatus (Schneider, 1807), by armadillos and other predators"
"1152",1152,"Implications of atmospheric conditions for analysis of surface temperature variability derived from landscape-scale thermography"
"1153",1153,"Camera traps capture images of predators of Caiman crocodilus yacare eggs (Reptilia: Crocodylia) in Brazil’s Pantanal wetlands"
"1154",1154,"Explainable ontology-based intelligent decision support system for business model design and sustainability"
"1155",1155,"Factors affecting the occurrence and activity of clouded leopards, common leopards and leopard cats in the Himalayas"
"1156",1156,"Review on UAV Remote Sensing Application in Precision Irrigation [无人机遥感技术在精量灌溉中应用的研究进展]"
"1157",1157,"Untrapped potential: Do bear hunter cameras accurately index nontarget species?"
"1158",1158,"Performance analysis of vehicle detection techniques: A concise survey"
"1159",1159,"Who takes the bait? Nontarget species use of bear hunter bait sites"
"1160",1160,"Sniffing out the stakes: Hair-snares for wild cats in arid environments"
"1161",1161,"Comparison of shorebird abundance and foraging rate estimates from footprints, fecal droppings and trail cameras"
"1162",1162,"Species-level image classification with convolutional neural network enables insect identification from habitus images"
"1163",1163,"'Video-scats': Combining camera trapping and non-invasive genotyping to assess individual identity and hybrid status in gray wolf"
"1164",1164,"Methodology for the automated visual detection of bird and bat collision fatalities at onshore wind turbines"
"1165",1165,"Nocturnal resting behaviour in urban great tits and its relation to anthropogenic disturbance and microclimate"
"1166",1166,"Invasive plant Arundo donax alters habitat use by carnivores"
"1167",1167,"Ecological factors affecting the fitness of the threatened orchid Anacamptis robusta (Orchidaceae): Habitat disturbance, interactions with a co-flowering rewarding orchid and hybridization events"
"1168",1168,"Environmental DNA (eDNA) metabarcoding of pond water as a tool to survey conservation and management priority mammals"
"1169",1169,"Occurrence and behaviour of Paromola cuvieri (Crustacea, Decapoda) in the Santa Maria di Leuca cold-water coral community (Mediterranean Sea)"
"1170",1170,"Machine learning applications of convolutional neural networks and unet architecture to predict and classify demosponge behavior"
"1171",1171,"Wolf diet in an agricultural landscape of north-eastern Turkey"
"1172",1172,"Bridging the temporal gap: Continuous and cost-effective monitoring of dynamic recreational fisheries by web cameras and creel surveys"
"1173",1173,"Direct and indirect effects of roads on activity patterns of the largest South American artiodactyl (Lama guanicoe) in a hyper-arid landscape"
"1174",1174,"Digital camera monitoring of recreational fishing effort: Applications and challenges"
"1175",1175,"How roads affect the spatial use of the guanaco in a south american protected area: Human connectivity vs animal welfare"
"1176",1176,"A Comparative Study on HSV-based and Deep Learning-based Object Detection Algorithms for Pedestrian Traffic Light Signal Recognition"
"1177",1177,"Validating camera trap distance sampling for chimpanzees"
"1178",1178,"A Systematic Review on Monitoring and Advanced Control Strategies in Smart Agriculture"
"1179",1179,"Estimating animal abundance and effort–precision relationship with camera trap distance sampling"
"1180",1180,"Remote thermal infrared imaging for rapid screening of sudden death syndrome in soybean"
"1181",1181,"A review of camera trapping for conservation behaviour research"
"1182",1182,"Overcoming the distance estimation bottleneck in estimating animal abundance with camera traps"
"1183",1183,"A review of factors to consider when using camera traps to study animal behavior to inform wildlife ecology and conservation"
"1184",1184,"Use of environmental DNA (eDNA) in streams to detect feral swine (Sus scrofa)"
"1185",1185,"An invasive-native mammalian species replacement process captured by camera trap survey random encounter models"
"1186",1186,"Re-Identification of Zebrafish using Metric Learning"
"1187",1187,"Seasonal and predator-prey effects on circadian activity of free-ranging mammals revealed by camera traps"
"1188",1188,"Thermal Imaging Techniques to Survey and Monitor Animals in the Wild: A Methodology"
"1189",1189,"Density, abundance and activity patterns of the endangered Tapirus bairdii in one of its last strongholds in southern Mexico"
"1190",1190,"The distribution and trophic ecology of an introduced, insular population of red-necked wallabies (Notamacropus rufogriseus)"
"1191",1191,"The Role of Forest Elephants in Shaping Tropical Forest–Savanna Coexistence"
"1192",1192,"Remote Sensing and Soil Quality"
"1193",1193,"Physiological and thermographic response to heat stress in zebu cattle"
"1194",1194,"Introduction to transboundary animal diversity monitoring platform of southern Yunnan, China and southeast Asia"
"1195",1195,"Automated detection of European wild mammal species in camera trap images with an existing and pre-trained computer vision model"
"1196",1196,"Multi-scale giant panda face detection based on the improved VGGNet architecture [基于VGGNet改进网络结构的多尺度大熊猫面部检测]"
"1197",1197,"Egg depredation by Common Ravens Corvus corax negatively affects Pelagic Cormorant Phalacrocorax pelagicus reproduction in central California"
"1198",1198,"Visual Informatics Tools for Supporting Large-Scale Collaborative Wildlife Monitoring with Citizen Scientists"
"1199",1199,"Effectiveness Assessment of mitigation measures in sensitive biological areas during 3d seismic survey in tropical forests"
"1200",1200,"Effective sociodemographic population assessment of elusive species in ecology and conservation management"
"1201",1201,"Wildlife and livestock use of extensive farm resources in South Central Spain: implications for disease transmission"
"1202",1202,"Remote video-camera traps measure habitat use and competitive exclusion among sympatric chimpanzee, gorilla and elephant in Loango National Park, Gabon"
"1203",1203,"Consumption of big game remains by scavengers: A potential risk as regards disease transmission in central Spain"
"1204",1204,"A camera trap assessment of the forest mammal community within the transitional savannah-forest mosaic of the Batéké Plateau National Park, Gabon"
"1205",1205,"Jaguar Panthera onca (Carnivora: Felidae) records from Cumbres de Monterrey National Park, Nuevo León, Mexico [Registro actual del jaguar Panthera onca (Carnivora: Felidae) en el Parque Nacional Cumbres de Monterrey, Nuevo León, México]"
"1206",1206,"Evaluation of risks for two native mammal species from feral cat baiting in monsoonal tropical northern Australia"
"1207",1207,"The jaguar panthera onca (Carnivora: Felidae) in “el cielo” biosphere reserve, Tamaulipas, Mexico [El jaguar panthera onca (Carnivora: Felidae) en la reserva de la biosfera “El cielo”, Tamaulipas, México]"
"1208",1208,"High variation in camera trap-model sensitivity for surveying mammal species in northern Australia"
"1209",1209,"Temporal and spatial interactions of sympatric mesocarnivores at a biosphere reserve: Coexistence or competition? [Interacciones temporales y espaciales de mesocarnívoros simpátricos en una Reserva de la Biosfera: ¿Coexistencia o competencia?]"
"1210",1210,"Temporal Overlap Among Feral Horses, Cattle, and Native Ungulates at Water Sources"
"1211",1211,"The range of the mange: Spatiotemporal patterns of sarcoptic mange in red foxes (Vulpes vulpes) as revealed by camera trapping"
"1212",1212,"The influence of camera trap flash type on the behavioural reactions and trapping rates of red deer and roe deer"
"1213",1213,"Scale-dependent strategies for coexistence of mesocarnivores in human-dominated landscapes"
"1214",1214,"Identifying drivers of spatial variation in occupancy with limited replication camera trap data"
"1215",1215,"Relative abundance and habitat selection of Tapirus bairdii in the Calakmul and Balam Kú reserves, Campeche, Mexico [Abundancia relativa y selección de hábitat de Tapirus bairdii en las reservas de Calakmul y Balam Kú, Campeche, México]"
"1216",1216,"A spatiotemporal model for multivariate occupancy data"
"1217",1217,"Heterospecific infanticide among sympatric peccaries in Costa Rica"
"1218",1218,"Animal welfare implications of digital tools for monitoring and management of cattle and sheep on pasture"
"1219",1219,"The influence of the root diseases Armillaria solidipes and Inonotus sulphurascens on the distribution of mule deer during winter"
"1220",1220,"Domestic Dogs and Wild Foxes Interactions in a Wildlife-Domestic Interface of North-Central Chile: Implications for Multi-Host Pathogen Transmission"
"1221",1221,"Toward reliable population density estimates of partially marked populations using spatially explicit mark–resight methods"
"1222",1222,"Community structure of dasyurid marsupials in the arid Pilbara is consistent with a top-down system, their distribution and abundance depend on that of larger members of the guild"
"1223",1223,"Observations of Raccoon (Procyon lotor) Predation on the Invasive Maculata Apple Snail (Pomacea maculata) in Southern Louisiana"
"1224",1224,"Thinking outside the park: Recommendations for camera trapping mammal communities in the urban matrix"
"1225",1225,"Impacts of people and tigers on leopard spatiotemporal activity patterns in a global biodiversity hotspot"
"1226",1226,"A shot in the dark: White and infrared led flash camera traps yield similar detection probabilities for common urban mammal species"
"1227",1227,"Assessing spatiotemporal changes in tiger habitat across different land management regimes"
"1228",1228,"Comparison of the effectivity of different snare types for collecting and retaining hair from Eurasian Lynx (Lynx lynx)"
"1229",1229,"Naiveté is not forever: responses of a vulnerable native rodent to its long term alien predators"
"1230",1230,"A review of field implementation of infrared thermography as a non-destructive evaluation technology"
"1231",1231,"Foraging in groups affects giving-up densities: solo foragers quit sooner"
"1232",1232,"White lipped pecaries (Tayassu pecari) recorded in the area of Términos Lagoon Campeche, México [Registro de pecarí de labios blancos (Tayassu pecari) en la región de la laguna de Términos, Campeche, México]"
"1233",1233,"Naïve, bold, or just hungry? An invasive exotic prey species recognises but does not respond to its predators"
"1234",1234,"Evaluation of camera-trap designs for photographing chest marks of the free-ranging asiatic black bear, ursus thibetanus"
"1235",1235,"Species-specific responses of carnivores to human-induced landscape changes in central Argentina"
"1236",1236,"AudioMoth: Evaluation of a smart open acoustic device for monitoring biodiversity and the environment"
"1237",1237,"Carnivore occurrence: Do interview-based surveys produce unreliable results?"
"1238",1238,"Seasonal Use of Latrines by Bobcats: Implications for Monitoring Programs"
"1239",1239,"Carnivores in the southwest of Buenos Aires province: Ecology and conflicts with ranchers [Carnívoros en el sudoeste de la provincia de Buenos Aires: ecología y conflictos con los ganaderos]"
"1240",1240,"Comparison of Underwater Video with Electrofishing and Dive Counts for Stream Fish Abundance Estimation"
"1241",1241,"Modelling the ecological niche of an endangered population of Puma concolor: First application of the GNESFA method to an elusive carnivore"
"1242",1242,"An improved camera trap for amphibians, reptiles, small mammals, and large invertebrates"
"1243",1243,"First density estimation of two sympatric small cats, leopardus colocolo and leopardus geoffroyi, in a shrubland area of central argentina"
"1244",1244,"Canid collision - Expanding populations of coyotes (Canis latrans) and crab-eating foxes (Cerdocyon thous) meet up in Panama"
"1245",1245,"Spatio-temporal interactions of carnivore species in a coastal ecosystem in Argentina"
"1246",1246,"A robust chessboard detector for geometric camera calibration"
"1247",1247,"Large and medium-sized mammals of Carajás National Forest, Pará State, Brazil"
"1248",1248,"Effects of camera-trap placement and number on detection of members of a mammalian assemblage"
"1249",1249,"Effects of illegal logging on Amazonian medium and large-sized terrestrial vertebrates"
"1250",1250,"Individual identification of northern quolls (Dasyurus hallucatus) using remote cameras"
"1251",1251,"Mammal responses to reduced-impact logging in Amazonian forest concessions"
"1252",1252,"Detecting and protecting the threatened Kangaroo Island dunnart (Sminthopsis fuliginosus aitkeni)"
"1253",1253,"Mammal inventories in Seasonal Neotropical Forests: Traditional approaches still compensate drawbacks of modern technologies [Inventário de mamíferos em Floresta Neotropical Sazonal: Abordagens tradicionais ainda compensam as desvantagens de tecnologias modernas]"
"1254",1254,"Effects of scent lure on camera trap detections vary across mammalian predator and prey species"
"1255",1255,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs [Comparação entre duas amostragens de mamíferos feitas com armadilhas fotográficas no sudeste do Brasil, com foco na abundância de mamíferos silvestres e cães domésticos]"
"1256",1256,"Detection dogs allow for systematic non-invasive collection of DNA samples from Eurasian lynx"
"1257",1257,"Temporal activity of rural free-ranging dogs: Implications for the predator and prey species in the Brazilian Atlantic Forest"
"1258",1258,"Are high-voltage electric fences more effective at deterrence than low-voltage fences? Interspecific differences"
"1259",1259,"Diet of pumas (Puma concolor) in Sonora, Mexico, as determined by GPS kill sites and molecular identified scat, with comments on jaguar (Panthera onca) diet"
"1260",1260,"Choice of monitoring method can influence estimates of usage of artificial hollows by vertebrate fauna"
"1261",1261,"Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest"
